date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:57:53	2658/2658	---M--	200	added ('OK')	text/css	etag:%22a62-64e29ffb6731e%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nc.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nce434.css	(from http://localhost/Template3/)
00:57:53	319/319	---M--	200	added ('OK')	text/css	etag:%2213f-64e29ffb67706%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nc-style-1.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nc-style-1e434.css	(from http://localhost/Template3/)
00:57:54	1102/1102	---M--	200	added ('OK')	text/css	etag:%2244e-64e29ffb67ce8%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nc-style-2.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/number-counter/plus-nc-style-2e434.css	(from http://localhost/Template3/)
00:57:54	49385/49385	---M--	200	added ('OK')	text/css	etag:%22c0e9-64e29ffb56008%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/extra/tp-bootstrap-grid.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/extra/tp-bootstrap-gride434.css	(from http://localhost/Template3/)
00:57:56	1848/1848	---M--	200	added ('OK')	text/css	etag:%22738-64e29ffb7548e%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/team-member-list/plus-team-member-style.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/team-member-list/plus-team-member-stylee434.css	(from http://localhost/Template3/)
00:57:56	2075/2075	---M--	200	added ('OK')	text/css	etag:%2281b-64e29ffb74be0%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/team-member-list/plus-team-member-style-1.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/team-member-list/plus-team-member-style-1e434.css	(from http://localhost/Template3/)
00:57:56	684/684	---M--	200	added ('OK')	text/css	etag:%222ac-64e29ffb684bf%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-alignmnet.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-alignmnete434.css	(from http://localhost/Template3/)
00:57:56	442/442	---M--	200	added ('OK')	text/css	etag:%221ba-64e29ffb69523%22	http://localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-temp-notice.css?ver=6.4.11	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-temp-noticee434.css	(from http://localhost/Template3/)
00:57:56	21641/21641	---M--	200	added ('OK')	text/css	etag:%225489-64e29fd4b6f21%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.47.0	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7f15.css	(from http://localhost/Template3/)
00:57:57	54666/54666	---M--	200	added ('OK')	text/css	etag:%22d58a-64e29fd3552ce%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/frontend.min418a.css	(from http://localhost/Template3/)
00:57:58	1372/1372	---M--	200	added ('OK')	text/css	etag:%2255c-64e2a0a1604cc%22	http://localhost/Template3/wp-content/uploads/elementor/css/post-6.css?ver=1774792325	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/elementor/css/post-6c0b5.css	(from http://localhost/Template3/)
00:57:58	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-64e29fd4c8c1f%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min418a.css	(from http://localhost/Template3/)
00:57:59	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-64e29fd4cc97a%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min418a.css	(from http://localhost/Template3/)
00:58:00	3213/3213	---M--	200	added ('OK')	text/css	etag:%22c8d-64c5c955fcc9e%22	http://localhost/Template3/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css?ver=2.1.8	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-stylecc91.css	(from http://localhost/Template3/)
00:58:00	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-64e29fd38e77c%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-image.min418a.css	(from http://localhost/Template3/)
00:58:00	560/560	---M--	200	added ('OK')	text/css	etag:%22230-64e29fd38b473%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-heading.min418a.css	(from http://localhost/Template3/)
00:58:00	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-64e29fd4efdac%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/Template3/)
00:58:01	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-64e29fd334bf4%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min418a.css	(from http://localhost/Template3/)
00:58:02	342/342	---M--	200	added ('OK')	text/css	etag:%22156-64e29fd38da65%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-image-carousel.min418a.css	(from http://localhost/Template3/)
00:58:02	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-64e29fd38c5bd%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-icon-list.min418a.css	(from http://localhost/Template3/)
00:58:02	77/77	---M--	200	added ('OK')	text/css	etag:%224d-64e29fd49c70d%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min418a.css	(from http://localhost/Template3/)
00:58:02	1646/1646	---M--	200	added ('OK')	text/css	etag:%2266e-64e29fd39b00e%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-testimonial.min418a.css	(from http://localhost/Template3/)
00:58:02	267548/267548	---M--	200	added ('OK')	text/css	etag:%224151c-64f5b383ecd4d%22	http://localhost/Template3/wp-content/uploads/elementor/css/post-7.css?ver=1776103064	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/elementor/css/post-7552b.css	(from http://localhost/Template3/)
00:58:04	5456/5456	---M--	200	added ('OK')	text/css	etag:%221550-64cd60d774b89%22	http://localhost/Template3/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.6	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/themes/hello-elementor/assets/css/reset9bf7.css	(from http://localhost/Template3/)
00:58:04	5097/5097	---M--	200	added ('OK')	text/css	etag:%2213e9-64cd60d7764d9%22	http://localhost/Template3/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.6	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/themes/hello-elementor/assets/css/theme9bf7.css	(from http://localhost/Template3/)
00:58:04	7182/7182	---M--	200	added ('OK')	text/css	etag:%221c0e-64cd60d7734e9%22	http://localhost/Template3/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.6	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/themes/hello-elementor/assets/css/header-footer9bf7.css	(from http://localhost/Template3/)
00:58:04	21641/21641	---M--	200	added ('OK')	text/css	etag:%225489-64e29fd4b6f21%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from http://localhost/Template3/)
00:58:04	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-64e29fd38c5bd%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from http://localhost/Template3/)
00:58:06	5110/5110	---M--	200	added ('OK')	text/css	etag:%2213f6-64e29fd399267%22	http://localhost/Template3/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from http://localhost/Template3/)
00:58:06	732/732	---M--	200	added ('OK')	text/css	etag:%222dc-64e29fd4c93ef%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from http://localhost/Template3/)
00:58:06	72184/72184	---M--	200	added ('OK')	text/css	etag:%22119f8-64e29fd4ca253%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from http://localhost/Template3/)
00:58:08	727/727	---M--	200	added ('OK')	text/css	etag:%222d7-64e29fd4cb3f3%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from http://localhost/Template3/)
00:58:08	14235/14235	---M--	200	added ('OK')	text/css	etag:%22379b-64e29ff094638%22	http://localhost/Template3/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1053	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min5bb8.css	(from http://localhost/Template3/)
00:58:08	429414/429414	---M--	200	added ('OK')	text/css	etag:%2268d66-64e29ff08c88b%22	http://localhost/Template3/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1053	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min5bb8.css	(from http://localhost/Template3/)
00:58:10	58071/58071	---M--	200	added ('OK')	text/css	etag:%22e2d7-64e29fd4cac23%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/Template3/)
00:58:12	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-64e29fd4cb7dc%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/Template3/)
00:58:15	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-64cd5e74a4447%22	http://localhost/Template3/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/Template3/)
00:58:15	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-64e29fd4d6879%22	http://localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.35.9	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min418a.js	(from http://localhost/Template3/)
00:58:16	15268/15268	---M--	200	added ('OK')	text/javascript	etag:%223ba4-64c5c95608a28%22	http://localhost/Template3/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=2.1.8	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-headercc91.js	(from http://localhost/Template3/)
00:58:17	822/822	---M--	200	added ('OK')	text/xml	date:Mon,%2013%20Apr%202026%2017:58:16%20GMT	http://localhost/Template3/xmlrpc.php?rsd	C:/My%20Web%20Sites/Template3REV/localhost/Template3/xmlrpc0db0.php	(from http://localhost/Template3/)
00:58:19	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-64cd5e74ae44f%22	http://localhost/Template3/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/Template3/)
00:58:38	135734/135734	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20Apr%202026%2017:58:15%20GMT	http://localhost/Template3/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-json/wp/v2/pages/7.json	(from http://localhost/Template3/)
00:58:43	76628/76628	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2017:58:38%20GMT	http://localhost/Template3/blog/	C:/My%20Web%20Sites/Template3REV/localhost/Template3/blog/index.html	(from http://localhost/Template3/)
00:59:10	313920/313920	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20Apr%202026%2017:58:15%20GMT	http://localhost/Template3/wp-json/	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-json/index.html	(from http://localhost/Template3/)
00:59:13	190336/190336	---M--	200	added ('OK')	image/jpeg	etag:%222e780-64cfda917c89e%22	http://localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.00-1024x768.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.00-1024x768.jpg	(from http://localhost/Template3/)
00:59:35	153316/153316	---M--	200	added ('OK')	image/jpeg	etag:%22256e4-64cfdc6f37ccd%22	http://localhost/Template3/wp-content/uploads/2026/03/5e83565d00b4e4cb814b5143_5d077507b6e7f85ec05b5577_3D-Artists-The-Differences-Between-Working-in-Architecture2C-and-Other-Niches-EASY-RENDER-1024x684.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/5e83565d00b4e4cb814b5143_5d077507b6e7f85ec05b5577_3D-Artists-The-Differences-Between-Working-in-Architecture2C-and-Other-Niches-EASY-RENDER-1024x684.jpg	(from http://localhost/Template3/)
00:59:36	137897/137897	---M--	200	added ('OK')	image/jpeg	etag:%2221aa9-64cfda937a13c%22	http://localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.46.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.46.jpg	(from http://localhost/Template3/)
00:59:46	69117/69117	---M--	200	added ('OK')	image/jpeg	etag:%2210dfd-64cfdc980b8f3%22	http://localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.30000.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.27.30000.jpg	(from http://localhost/Template3/)
00:59:52	36590/36590	---M--	200	added ('OK')	image/jpeg	etag:%228eee-64cfdd8639d4f%22	http://localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2019-09-04-at-05.12.19_11zon.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2019-09-04-at-05.12.19_11zon.jpg	(from http://localhost/Template3/)
01:00:12	121013/121013	---M--	200	added ('OK')	image/jpeg	etag:%221d8b5-64cfdd8743e15%22	http://localhost/Template3/wp-content/uploads/2026/03/keren-perubahan-ruang-tamu-di-eropa-dalam-600-tahun-11_169.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/keren-perubahan-ruang-tamu-di-eropa-dalam-600-tahun-11_169.jpg	(from http://localhost/Template3/)
01:00:12	699966/699966	---M--	200	added ('OK')	image/png	etag:%22aae3e-64cd64f25e039%22	http://localhost/Template3/wp-content/uploads/2026/03/Gemini_Generated_Image_20wkj20wkj20wkj2-1.png	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/Gemini_Generated_Image_20wkj20wkj20wkj2-1.png	(from http://localhost/Template3/)
01:00:26	82717/82717	---M--	200	added ('OK')	image/jpeg	etag:%221431d-64cfdd887a0da%22	http://localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.41.41.jpeg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-14-at-22.41.41.jpg	(from http://localhost/Template3/)
01:00:45	115834/115834	---M--	200	added ('OK')	image/jpeg	etag:%221c47a-64cfe2909d7cc%22	http://localhost/Template3/wp-content/uploads/2026/03/Creative-1.jpg	C:/My%20Web%20Sites/Template3REV/localhost/Template3/wp-content/uploads/2026/03/Creative-1.jpg	(from http://localhost/Template3/)
